Frame No.,Vessel ID,Latitude,Longitude,X,Y
Frame No.,Vessel ID,Latitude,Longitude,X,Y
0,-1,32.702930802077766,-117.23349446968611,895,446
0,-1,32.702930802077766,-117.23349446968611,895,446
1,-1,32.70291909874793,-117.23341464861608,899,444
1,-1,32.70291909874793,-117.23341464861608,899,444
2,-1,32.70291804708345,-117.2334151115715,900,444
2,-1,32.70291804708345,-117.2334151115715,900,444
3,-1,32.70291699699582,-117.23341557800768,901,444
3,-1,32.70291699699582,-117.23341557800768,901,444
4,-1,32.703241485470244,-117.23445999944884,45,493
4,-1,32.703241485470244,-117.23445999944884,45,493
5,-1,32.70291594849167,-117.233416047927,902,444
5,-1,32.70291594849167,-117.233416047927,902,444
6,-1,32.70327471463572,-117.2344153197397,54,484
6,-1,32.70327471463572,-117.2344153197397,54,484
7,-1,32.70311075475042,-117.23459000395657,91,597
7,-1,32.70311075475042,-117.23459000395657,91,597
8,-1,32.702913856261006,-117.23341699822794,904,444
8,-1,32.702913856261006,-117.23341699822794,904,444
9,-1,32.70291703191821,-117.23345932917582,905,445
9,-1,32.70291703191821,-117.23345932917582,905,445
10,-1,32.70291602388936,-117.23345977107273,906,445
10,-1,32.70291602388936,-117.23345977107273,906,445
11,-1,32.702906119047476,-117.23337353426354,907,443
11,-1,32.702906119047476,-117.23337353426354,907,443
12,-1,32.70324452022949,-117.23444228672385,56,495
12,-1,32.70324452022949,-117.23444228672385,56,495
13,-1,32.70291300887282,-117.23346111666831,909,445
13,-1,32.70291300887282,-117.23346111666831,909,445
14,-1,32.702907618269926,-117.2334199330511,910,444
14,-1,32.702907618269926,-117.2334199330511,910,444
15,-1,32.702906584318654,-117.2334204344598,911,444
15,-1,32.702906584318654,-117.2334204344598,911,444
16,-1,32.702906584318654,-117.2334204344598,911,444
16,-1,32.702906584318654,-117.2334204344598,911,444
17,-1,32.70290182936549,-117.23337571049542,911,443
17,-1,32.70290182936549,-117.23337571049542,911,443
18,-1,32.70290182936549,-117.23337571049542,911,443
18,-1,32.70290182936549,-117.23337571049542,911,443
19,-1,32.7028900941156,-117.23333119835215,917,442
19,-1,32.7028900941156,-117.23333119835215,917,442
20,-1,32.703039793546495,-117.23449728012501,730,685
20,-1,32.703039793546495,-117.23449728012501,730,685
21,-1,32.70289939324223,-117.23342404291367,918,444
21,-1,32.70289939324223,-117.23342404291367,918,444
22,-1,32.7028900941156,-117.23333119835215,917,442
22,-1,32.7028900941156,-117.23333119835215,917,442
23,-1,32.7028900941156,-117.23333119835215,917,442
23,-1,32.7028900941156,-117.23333119835215,917,442
24,-1,32.70289228204089,-117.23338082450688,920,443
24,-1,32.70289228204089,-117.23338082450688,920,443
25,-1,32.70288681618209,-117.23333310490986,920,442
25,-1,32.70288681618209,-117.23333310490986,920,442
26,-1,32.70288464077286,-117.23333439570514,922,442
26,-1,32.70288464077286,-117.23333439570514,922,442
27,-1,32.702890180441074,-117.23338200201462,922,443
27,-1,32.702890180441074,-117.23338200201462,922,443
28,-1,32.70288464077286,-117.23333439570514,922,442
28,-1,32.70288464077286,-117.23333439570514,922,442
29,-1,32.702887041941864,-117.23338379638174,925,443
29,-1,32.702887041941864,-117.23338379638174,925,443
30,-1,32.702884958957746,-117.23338501140091,927,443
30,-1,32.702884958957746,-117.23338501140091,927,443
31,-1,32.70323974863494,-117.23442861652562,73,500
31,-1,32.70323974863494,-117.23442861652562,73,500
32,-1,32.703158945749486,-117.23450384833059,92,554
32,-1,32.703158945749486,-117.23450384833059,92,554
33,-1,32.703158945749486,-117.23450384833059,92,554
33,-1,32.703158945749486,-117.23450384833059,92,554
34,-1,32.70303994306801,-117.23449680785747,729,684
34,-1,32.70303994306801,-117.23449680785747,729,684
35,-1,32.70326762318137,-117.23440353266975,70,489
35,-1,32.70326762318137,-117.23440353266975,70,489
36,-1,32.70287709001081,-117.23333903830215,929,442
36,-1,32.70287709001081,-117.23333903830215,929,442
37,-1,32.70287175780052,-117.23334247371571,934,442
37,-1,32.70287175780052,-117.23334247371571,934,442
38,-1,32.70287175780052,-117.23334247371571,934,442
38,-1,32.70287175780052,-117.23334247371571,934,442
39,-1,32.70286963943384,-117.23334387580867,936,442
39,-1,32.70286963943384,-117.23334387580867,936,442
40,-1,32.7032636542348,-117.23441742357384,61,489
40,-1,32.7032636542348,-117.23441742357384,61,489
41,-1,32.70286963943384,-117.23334387580867,936,442
41,-1,32.70286963943384,-117.23334387580867,936,442
42,-1,32.70287670302092,-117.23339002224148,935,443
42,-1,32.70287670302092,-117.23339002224148,935,443
43,-1,32.70287567969409,-117.23339066561427,936,443
43,-1,32.70287567969409,-117.23339066561427,936,443
44,-1,32.70303983385716,-117.23449829860118,729,687
44,-1,32.70303983385716,-117.23449829860118,729,687
45,-1,32.702868583390675,-117.23334458285184,937,442
45,-1,32.702868583390675,-117.23334458285184,937,442
46,-1,32.702879313268326,-117.23343531213835,938,444
46,-1,32.702879313268326,-117.23343531213835,938,444
47,-1,32.702865427909785,-117.23334672800598,940,442
47,-1,32.702865427909785,-117.23334672800598,940,442
48,-1,32.70287734465283,-117.23343651800097,940,444
48,-1,32.70287734465283,-117.23343651800097,940,444
49,-1,32.70286438032319,-117.2333474510763,941,442
49,-1,32.70286438032319,-117.2333474510763,941,442
50,-1,32.70304009360451,-117.23449633341656,728,683
50,-1,32.70304009360451,-117.23449633341656,728,683
51,-1,32.70325028387202,-117.23440480944207,87,497
51,-1,32.70325028387202,-117.23440480944207,87,497
52,-1,32.703251370972026,-117.23439680271925,95,497
52,-1,32.703251370972026,-117.23439680271925,95,497
53,-1,32.70323181980176,-117.23444597895083,64,502
53,-1,32.70323181980176,-117.23444597895083,64,502
54,-1,32.70303956756456,-117.23449722608562,732,685
54,-1,32.70303956756456,-117.23449722608562,732,685
55,-1,32.70303956756456,-117.23449722608562,732,685
55,-1,32.70303956756456,-117.23449722608562,732,685
56,-1,32.70303956756456,-117.23449722608562,732,685
56,-1,32.70303956756456,-117.23449722608562,732,685
57,-1,32.70303986589935,-117.23449627804003,730,683
57,-1,32.70303986589935,-117.23449627804003,730,683
58,-1,32.70303986589935,-117.23449627804003,730,683
58,-1,32.70303986589935,-117.23449627804003,730,683
59,-1,32.70285197770632,-117.23335644205322,953,442
59,-1,32.70285197770632,-117.23335644205322,953,442
60,-1,32.702850958411595,-117.23335721758497,954,442
60,-1,32.702850958411595,-117.23335721758497,954,442
61,-1,32.702850958411595,-117.23335721758497,954,442
61,-1,32.702850958411595,-117.23335721758497,954,442
62,-1,32.702850958411595,-117.23335721758497,954,442
62,-1,32.702850958411595,-117.23335721758497,954,442
63,-1,32.702850958411595,-117.23335721758497,954,442
63,-1,32.702850958411595,-117.23335721758497,954,442
64,-1,32.70285197770632,-117.23335644205322,953,442
64,-1,32.70285197770632,-117.23335644205322,953,442
65,-1,32.70311814954708,-117.23454838643951,118,605
65,-1,32.70311814954708,-117.23454838643951,118,605
66,-1,32.70283170944137,-117.23325839188482,958,440
66,-1,32.70283170944137,-117.23325839188482,958,440
67,-1,32.70283960441014,-117.23331137423415,958,441
67,-1,32.70283960441014,-117.23331137423415,958,441
68,-1,32.702843886122324,-117.2333627602122,961,442
68,-1,32.702843886122324,-117.2333627602122,961,442
69,-1,32.703252597562994,-117.23446172163035,37,486
69,-1,32.703252597562994,-117.23446172163035,37,486
70,-1,32.70283442165364,-117.23331575835907,963,441
70,-1,32.70283442165364,-117.23331575835907,963,441
71,-1,32.70349367100417,-117.23410318317087,125,451
71,-1,32.70349367100417,-117.23410318317087,125,451
72,-1,32.70283236576035,-117.2333175421126,965,441
72,-1,32.70283236576035,-117.2333175421126,965,441
73,-1,32.70311193038403,-117.23456154704127,118,612
73,-1,32.70311193038403,-117.23456154704127,118,612
74,-1,32.70282105880353,-117.23326809591616,968,440
74,-1,32.70282105880353,-117.23326809591616,968,440
75,-1,32.70283134153189,-117.23331844045437,966,441
75,-1,32.70283134153189,-117.23331844045437,966,441
76,-1,32.70282726958299,-117.23332207700895,970,441
76,-1,32.70282726958299,-117.23332207700895,970,441
77,-1,32.70282726958299,-117.23332207700895,970,441
77,-1,32.70282726958299,-117.23332207700895,970,441
78,-1,32.702828283810305,-117.23332116138457,969,441
78,-1,32.702828283810305,-117.23332116138457,969,441
79,-1,32.70351552426323,-117.23408349932019,122,449
79,-1,32.70351552426323,-117.23408349932019,122,449
80,-1,32.703385167654076,-117.23422693751588,122,464
80,-1,32.703385167654076,-117.23422693751588,122,464
81,-1,32.70312157824648,-117.23454816166056,110,598
81,-1,32.70312157824648,-117.23454816166056,110,598
82,-1,32.703039609622515,-117.23449824493957,731,687
82,-1,32.703039609622515,-117.23449824493957,731,687
83,-1,32.703039609622515,-117.23449824493957,731,687
83,-1,32.703039609622515,-117.23449824493957,731,687
84,-1,32.70282323794353,-117.23332578284625,974,441
84,-1,32.70282323794353,-117.23332578284625,974,441
85,-1,32.70283007899168,-117.23337444780104,975,442
85,-1,32.70283007899168,-117.23337444780104,975,442
86,-1,32.70283007899168,-117.23337444780104,975,442
86,-1,32.70283007899168,-117.23337444780104,975,442
87,-1,32.70283104997692,-117.23337358615595,974,442
87,-1,32.70283104997692,-117.23337358615595,974,442
88,-1,32.703246524626856,-117.23440111414223,96,499
88,-1,32.703246524626856,-117.23440111414223,96,499
89,-1,32.70283007899168,-117.23337444780104,975,442
89,-1,32.70283007899168,-117.23337444780104,975,442
90,-1,32.702819247101104,-117.2333295582212,978,441
90,-1,32.702819247101104,-117.2333295582212,978,441
91,-1,32.702819247101104,-117.2333295582212,978,441
91,-1,32.702819247101104,-117.2333295582212,978,441
92,-1,32.70282123739221,-117.23332766182476,976,441
92,-1,32.70282123739221,-117.23332766182476,976,441
93,-1,32.70321723409623,-117.23442886549054,101,513
93,-1,32.70321723409623,-117.23442886549054,101,513
94,-1,32.70280863496039,-117.23328034068032,980,440
94,-1,32.70280863496039,-117.23328034068032,980,440
95,-1,32.70281333840018,-117.23333535225713,984,441
95,-1,32.70281333840018,-117.23333535225713,984,441
96,-1,32.70303994596141,-117.23449832567408,728,687
96,-1,32.70303994596141,-117.23449832567408,728,687
97,-1,32.70303994596141,-117.23449832567408,728,687
97,-1,32.70303994596141,-117.23449832567408,728,687
98,-1,32.70280660305949,-117.23328244547518,982,440
98,-1,32.70280660305949,-117.23328244547518,982,440
99,-1,32.70303986589935,-117.23449627804003,730,683
99,-1,32.70303986589935,-117.23449627804003,730,683
100,-1,32.70303986589935,-117.23449627804003,730,683
100,-1,32.70303986589935,-117.23449627804003,730,683
101,-1,32.70280660305949,-117.23328244547518,982,440
101,-1,32.70280660305949,-117.23328244547518,982,440
102,-1,32.70303994596141,-117.23449832567408,728,687
102,-1,32.70303994596141,-117.23449832567408,728,687
103,-1,32.70303994596141,-117.23449832567408,728,687
103,-1,32.70303994596141,-117.23449832567408,728,687
104,-1,32.703503061538676,-117.23410161052819,119,450
104,-1,32.703503061538676,-117.23410161052819,119,450
105,-1,32.70303994596141,-117.23449832567408,728,687
105,-1,32.70303994596141,-117.23449832567408,728,687
106,-1,32.70280752424316,-117.23334130432391,990,441
106,-1,32.70280752424316,-117.23334130432391,990,441
107,-1,32.702799580313005,-117.23328995708336,989,440
107,-1,32.702799580313005,-117.23328995708336,989,440
108,-1,32.703296714494314,-117.23439858560104,51,477
108,-1,32.703296714494314,-117.23439858560104,51,477
109,-1,32.70332836967366,-117.23438526315522,41,467
109,-1,32.70332836967366,-117.23438526315522,41,467
110,-1,32.7033296391278,-117.23438242755876,42,467
110,-1,32.7033296391278,-117.23438242755876,42,467
111,-1,32.702793672434616,-117.23329657571637,995,440
111,-1,32.702793672434616,-117.23329657571637,995,440
112,-1,32.702798588458585,-117.2332910486144,990,440
112,-1,32.702798588458585,-117.2332910486144,990,440
113,-1,32.70279661337568,-117.23329324555276,992,440
113,-1,32.70279661337568,-117.23329324555276,992,440
114,-1,32.7027868788659,-117.23323904740269,992,439
114,-1,32.7027868788659,-117.23323904740269,992,439
115,-1,32.703308764537596,-117.23436201100898,71,477
115,-1,32.703308764537596,-117.23436201100898,71,477
116,-1,32.70351552426323,-117.23408349932019,122,449
116,-1,32.70351552426323,-117.23408349932019,122,449
117,-1,32.7027828428804,-117.23324390097774,996,439
117,-1,32.7027828428804,-117.23324390097774,996,439
118,-1,32.702788829219045,-117.23330221898104,1000,440
118,-1,32.702788829219045,-117.23330221898104,1000,440
119,-1,32.70277688341445,-117.233251327308,1002,439
119,-1,32.70277688341445,-117.233251327308,1002,439
120,-1,32.70326781577982,-117.23442863989173,49,485
120,-1,32.70326781577982,-117.23442863989173,49,485
121,-1,32.70313773905778,-117.23448309248528,87,632
121,-1,32.70313773905778,-117.23448309248528,87,632
122,-1,32.70326032811557,-117.23443312253576,51,488
122,-1,32.70326032811557,-117.23443312253576,51,488
123,-1,32.703246405509205,-117.23444676392415,51,493
123,-1,32.703246405509205,-117.23444676392415,51,493
124,-1,32.70278786940068,-117.23330336162596,1001,440
124,-1,32.70278786940068,-117.23330336162596,1001,440
125,-1,32.70277688341445,-117.233251327308,1002,439
125,-1,32.70277688341445,-117.233251327308,1002,439
126,-1,32.70277688341445,-117.233251327308,1002,439
126,-1,32.70277688341445,-117.233251327308,1002,439
127,-1,32.702772974209886,-117.23325637589606,1006,439
127,-1,32.702772974209886,-117.23325637589606,1006,439
128,-1,32.70322787257346,-117.23447529836183,44,498
128,-1,32.70322787257346,-117.23447529836183,44,498
129,-1,32.702771038936326,-117.23325892960834,1008,439
129,-1,32.702771038936326,-117.23325892960834,1008,439
130,-1,32.702772974209886,-117.23325637589606,1006,439
130,-1,32.702772974209886,-117.23325637589606,1006,439
131,-1,32.702775901301685,-117.2332525821119,1003,439
131,-1,32.702775901301685,-117.2332525821119,1003,439
132,-1,32.702781234007965,-117.23331149135734,1008,440
132,-1,32.702781234007965,-117.23331149135734,1008,440
133,-1,32.70327047263176,-117.23437668657255,95,490
133,-1,32.70327047263176,-117.23437668657255,95,490
134,-1,32.70278786940068,-117.23330336162596,1001,440
134,-1,32.70278786940068,-117.23330336162596,1001,440
135,-1,32.70327012215801,-117.23442784229643,48,484
135,-1,32.70327012215801,-117.23442784229643,48,484
136,-1,32.702770076160576,-117.23326021383546,1009,439
136,-1,32.702770076160576,-117.23326021383546,1009,439
137,-1,32.70277936520955,-117.23331385647721,1010,440
137,-1,32.70277936520955,-117.23331385647721,1010,440
138,-1,32.702768160372884,-117.2332627970571,1011,439
138,-1,32.702768160372884,-117.2332627970571,1011,439
139,-1,32.7027672073772,-117.23326409606184,1012,439
139,-1,32.7027672073772,-117.23326409606184,1012,439
140,-1,32.702752155044394,-117.2332132967428,1016,438
140,-1,32.702752155044394,-117.2332132967428,1016,438
141,-1,32.702765311224105,-117.23326670888508,1014,439
141,-1,32.702765311224105,-117.23326670888508,1014,439
142,-1,32.70327199530593,-117.23440355198194,66,487
142,-1,32.70327199530593,-117.23440355198194,66,487
143,-1,32.70327463270677,-117.23440208797895,65,486
143,-1,32.70327463270677,-117.23440208797895,65,486
144,-1,32.70303994596141,-117.23449832567408,728,687
144,-1,32.70303994596141,-117.23449832567408,728,687
145,-1,32.70303994596141,-117.23449832567408,728,687
145,-1,32.70303994596141,-117.23449832567408,728,687
146,-1,32.70303994596141,-117.23449832567408,728,687
146,-1,32.70303994596141,-117.23449832567408,728,687
147,-1,32.70268988831358,-117.23305645328607,1038,435
147,-1,32.70268988831358,-117.23305645328607,1038,435
148,-1,32.70268988831358,-117.23305645328607,1038,435
148,-1,32.70268988831358,-117.23305645328607,1038,435
149,-1,32.70304352800497,-117.23449927519852,696,687
149,-1,32.70304352800497,-117.23449927519852,696,687
150,-1,32.702771106678725,-117.23332473411314,1019,440
150,-1,32.702771106678725,-117.23332473411314,1019,440
151,-1,32.70303986589935,-117.23449627804003,730,683
151,-1,32.70303986589935,-117.23449627804003,730,683
152,-1,32.702771038936326,-117.23325892960834,1008,439
152,-1,32.702771038936326,-117.23325892960834,1008,439
153,-1,32.703167873355504,-117.23449314017675,91,546
153,-1,32.703167873355504,-117.23449314017675,91,546
154,-1,32.702771038936326,-117.23325892960834,1008,439
154,-1,32.702771038936326,-117.23325892960834,1008,439
155,-1,32.702771038936326,-117.23325892960834,1008,439
155,-1,32.702771038936326,-117.23325892960834,1008,439
156,-1,32.70323759113205,-117.23438672247595,128,503
156,-1,32.70323759113205,-117.23438672247595,128,503
157,-1,32.702770076160576,-117.23326021383546,1009,439
157,-1,32.702770076160576,-117.23326021383546,1009,439
158,-1,32.70326512430909,-117.23441254552293,64,489
158,-1,32.70326512430909,-117.23441254552293,64,489
159,-1,32.702771038936326,-117.23325892960834,1008,439
159,-1,32.702771038936326,-117.23325892960834,1008,439
160,-1,32.70275604122262,-117.23320757555504,1012,438
160,-1,32.70275604122262,-117.23320757555504,1012,438
161,-1,32.70327992006866,-117.23439136539922,70,485
161,-1,32.70327992006866,-117.23439136539922,70,485
162,-1,32.70275506436167,-117.23320899812846,1013,438
162,-1,32.70275506436167,-117.23320899812846,1013,438
163,-1,32.702754091039246,-117.23321042584783,1014,438
163,-1,32.702754091039246,-117.23321042584783,1014,438
164,-1,32.702754091039246,-117.23321042584783,1014,438
164,-1,32.702754091039246,-117.23321042584783,1014,438
165,-1,32.70271073950709,-117.23311429624718,1032,436
165,-1,32.70271073950709,-117.23311429624718,1032,436
166,-1,32.702737922618645,-117.233155529158,1018,437
166,-1,32.702737922618645,-117.233155529158,1018,437
167,-1,32.702753121264024,-117.2332118587175,1015,438
167,-1,32.702753121264024,-117.2332118587175,1015,438
168,-1,32.70322029889764,-117.23448029158837,46,502
