Frame No.,Frame Time,GPS Time,Latitude,Longitude
238,20:02:57,20:02:57,32.703478667,-117.232895833
239,20:02:57,20:02:57,32.703478667,-117.232895833
240,20:02:57,20:02:57,32.703478667,-117.232895833
241,20:02:57,20:02:57,32.703478667,-117.232895833
242,20:02:57,20:02:57,32.703478667,-117.232895833
243,20:02:57,20:02:57,32.703478667,-117.232895833
244,20:02:57,20:02:57,32.703478667,-117.232895833
245,20:02:57,20:02:57,32.703478667,-117.232895833
246,20:02:57,20:02:57,32.703478667,-117.232895833
247,20:02:57,20:02:57,32.703478667,-117.232895833
248,20:02:57,20:02:57,32.703478667,-117.232895833
249,20:02:57,20:02:57,32.703478667,-117.232895833
250,20:02:57,20:02:57,32.703478667,-117.232895833
251,20:02:57,20:02:57,32.703478667,-117.232895833
252,20:02:57,20:02:57,32.703478667,-117.232895833
253,20:02:57,20:02:57,32.703478667,-117.232895833
254,20:02:57,20:02:57,32.703478667,-117.232895833
255,20:02:57,20:02:57,32.703478667,-117.232895833
256,20:02:57,20:02:57,32.703478667,-117.232895833
257,20:02:57,20:02:57,32.703478667,-117.232895833
258,20:02:57,20:02:57,32.703478667,-117.232895833
259,20:02:57,20:02:57,32.703478667,-117.232895833
260,20:02:57,20:02:57,32.703478667,-117.232895833
261,20:02:57,20:02:57,32.703478667,-117.232895833
262,20:02:57,20:02:57,32.703478667,-117.232895833
263,20:02:57,20:02:57,32.703478667,-117.232895833
264,20:02:57,20:02:57,32.703478667,-117.232895833
265,20:02:57,20:02:57,32.703478667,-117.232895833
266,20:02:57,20:02:57,32.703478667,-117.232895833
267,20:02:57,20:02:57,32.703478667,-117.232895833
268,20:02:57,20:02:57,32.703478667,-117.232895833
269,20:02:57,20:02:57,32.703478667,-117.232895833
270,20:02:57,20:02:57,32.703478667,-117.232895833
271,20:02:57,20:02:57,32.703478667,-117.232895833
272,20:02:57,20:02:57,32.703478667,-117.232895833
273,20:02:57,20:02:57,32.703478667,-117.232895833
274,20:02:57,20:02:57,32.703478667,-117.232895833
275,20:02:57,20:02:57,32.703478667,-117.232895833
276,20:02:57,20:02:57,32.703478667,-117.232895833
277,20:02:57,20:02:57,32.703478667,-117.232895833
278,20:02:57,20:02:57,32.703478667,-117.232895833
279,20:02:57,20:02:57,32.703478667,-117.232895833
280,20:02:57,20:02:57,32.703478667,-117.232895833
281,20:02:57,20:02:57,32.703478667,-117.232895833
282,20:02:57,20:02:57,32.703478667,-117.232895833
