Frame No.,Frame Time,GPS Time,Latitude,Longitude
247,19:46:47,19:46:48,32.703013167,-117.233835333
248,19:46:47,19:46:48,32.703013167,-117.233835333
249,19:46:47,19:46:48,32.703013167,-117.233835333
250,19:46:47,19:46:48,32.703013167,-117.233835333
251,19:46:47,19:46:48,32.703013167,-117.233835333
252,19:46:47,19:46:48,32.703013167,-117.233835333
253,19:46:47,19:46:48,32.703013167,-117.233835333
254,19:46:47,19:46:48,32.703013167,-117.233835333
255,19:46:47,19:46:48,32.703013167,-117.233835333
256,19:46:47,19:46:48,32.703013167,-117.233835333
257,19:46:47,19:46:48,32.703013167,-117.233835333
258,19:46:47,19:46:48,32.703013167,-117.233835333
259,19:46:47,19:46:48,32.703013167,-117.233835333
260,19:46:47,19:46:48,32.703013167,-117.233835333
261,19:46:47,19:46:48,32.703013167,-117.233835333
262,19:46:47,19:46:48,32.703013167,-117.233835333
263,19:46:47,19:46:48,32.703013167,-117.233835333
264,19:46:47,19:46:48,32.703013167,-117.233835333
265,19:46:47,19:46:48,32.703013167,-117.233835333
266,19:46:47,19:46:48,32.703013167,-117.233835333
267,19:46:47,19:46:48,32.703013167,-117.233835333
268,19:46:47,19:46:48,32.703013167,-117.233835333
269,19:46:47,19:46:48,32.703013167,-117.233835333
270,19:46:47,19:46:48,32.703013167,-117.233835333
271,19:46:47,19:46:48,32.703013167,-117.233835333
272,19:46:47,19:46:48,32.703013167,-117.233835333
273,19:46:47,19:46:48,32.703013167,-117.233835333
274,19:46:47,19:46:48,32.703013167,-117.233835333
275,19:46:47,19:46:48,32.703013167,-117.233835333
276,19:46:47,19:46:48,32.703013167,-117.233835333
277,19:46:47,19:46:48,32.703013167,-117.233835333
278,19:46:47,19:46:48,32.703013167,-117.233835333
279,19:46:47,19:46:48,32.703013167,-117.233835333
280,19:46:47,19:46:48,32.703013167,-117.233835333
281,19:46:47,19:46:48,32.703013167,-117.233835333
282,19:46:47,19:46:48,32.703013167,-117.233835333
283,19:46:47,19:46:48,32.703013167,-117.233835333
284,19:46:47,19:46:48,32.703013167,-117.233835333
285,19:46:47,19:46:48,32.703013167,-117.233835333
286,19:46:47,19:46:48,32.703013167,-117.233835333
287,19:46:47,19:46:48,32.703013167,-117.233835333
288,19:46:47,19:46:48,32.703013167,-117.233835333
289,19:46:47,19:46:48,32.703013167,-117.233835333
290,19:46:47,19:46:48,32.703013167,-117.233835333
291,19:46:47,19:46:48,32.703013167,-117.233835333
292,19:46:47,19:46:48,32.703013167,-117.233835333
293,19:46:47,19:46:48,32.703013167,-117.233835333
294,19:46:47,19:46:48,32.703013167,-117.233835333
295,19:46:47,19:46:48,32.703013167,-117.233835333
296,19:46:47,19:46:48,32.703013167,-117.233835333
297,19:46:47,19:46:48,32.703013167,-117.233835333
298,19:46:47,19:46:48,32.703013167,-117.233835333
299,19:46:47,19:46:48,32.703013167,-117.233835333
300,19:46:47,19:46:48,32.703013167,-117.233835333
301,19:46:47,19:46:48,32.703013167,-117.233835333
302,19:46:47,19:46:48,32.703013167,-117.233835333
303,19:46:47,19:46:48,32.703013167,-117.233835333
304,19:46:47,19:46:48,32.703013167,-117.233835333
305,19:46:47,19:46:48,32.703013167,-117.233835333
306,19:46:47,19:46:48,32.703013167,-117.233835333
