Frame No.,Frame Time,GPS Time,Latitude,Longitude
146,19:58:17,19:58:16,32.703250167,-117.233457833
147,19:58:17,19:58:16,32.703250167,-117.233457833
148,19:58:17,19:58:16,32.703250167,-117.233457833
149,19:58:17,19:58:16,32.703250167,-117.233457833
150,19:58:17,19:58:16,32.703250167,-117.233457833
151,19:58:17,19:58:16,32.703250167,-117.233457833
152,19:58:17,19:58:16,32.703250167,-117.233457833
153,19:58:17,19:58:16,32.703250167,-117.233457833
154,19:58:17,19:58:16,32.703250167,-117.233457833
155,19:58:17,19:58:16,32.703250167,-117.233457833
156,19:58:17,19:58:16,32.703250167,-117.233457833
157,19:58:17,19:58:16,32.703250167,-117.233457833
158,19:58:17,19:58:16,32.703250167,-117.233457833
159,19:58:17,19:58:16,32.703250167,-117.233457833
160,19:58:17,19:58:16,32.703250167,-117.233457833
161,19:58:17,19:58:16,32.703250167,-117.233457833
162,19:58:17,19:58:16,32.703250167,-117.233457833
163,19:58:17,19:58:16,32.703250167,-117.233457833
164,19:58:17,19:58:16,32.703250167,-117.233457833
165,19:58:17,19:58:16,32.703250167,-117.233457833
166,19:58:17,19:58:16,32.703250167,-117.233457833
167,19:58:17,19:58:16,32.703250167,-117.233457833
168,19:58:17,19:58:16,32.703250167,-117.233457833
169,19:58:17,19:58:16,32.703250167,-117.233457833
170,19:58:17,19:58:16,32.703250167,-117.233457833
171,19:58:17,19:58:16,32.703250167,-117.233457833
172,19:58:17,19:58:16,32.703250167,-117.233457833
173,19:58:17,19:58:16,32.703250167,-117.233457833
174,19:58:17,19:58:16,32.703250167,-117.233457833
175,19:58:17,19:58:16,32.703250167,-117.233457833
176,19:58:17,19:58:16,32.703250167,-117.233457833
177,19:58:17,19:58:16,32.703250167,-117.233457833
178,19:58:17,19:58:16,32.703250167,-117.233457833
179,19:58:17,19:58:16,32.703250167,-117.233457833
180,19:58:17,19:58:16,32.703250167,-117.233457833
181,19:58:17,19:58:16,32.703250167,-117.233457833
182,19:58:17,19:58:16,32.703250167,-117.233457833
183,19:58:17,19:58:16,32.703250167,-117.233457833
184,19:58:17,19:58:16,32.703250167,-117.233457833
185,19:58:17,19:58:16,32.703250167,-117.233457833
186,19:58:17,19:58:16,32.703250167,-117.233457833
187,19:58:17,19:58:16,32.703250167,-117.233457833
188,19:58:17,19:58:16,32.703250167,-117.233457833
189,19:58:17,19:58:16,32.703250167,-117.233457833
190,19:58:17,19:58:16,32.703250167,-117.233457833
191,19:58:17,19:58:16,32.703250167,-117.233457833
192,19:58:17,19:58:16,32.703250167,-117.233457833
193,19:58:17,19:58:16,32.703250167,-117.233457833
194,19:58:17,19:58:16,32.703250167,-117.233457833
195,19:58:17,19:58:16,32.703250167,-117.233457833
196,19:58:17,19:58:16,32.703250167,-117.233457833
197,19:58:17,19:58:16,32.703250167,-117.233457833
198,19:58:17,19:58:16,32.703250167,-117.233457833
199,19:58:17,19:58:16,32.703250167,-117.233457833
200,19:58:17,19:58:16,32.703250167,-117.233457833
201,19:58:17,19:58:16,32.703250167,-117.233457833
202,19:58:17,19:58:16,32.703250167,-117.233457833
203,19:58:17,19:58:16,32.703250167,-117.233457833
204,19:58:17,19:58:16,32.703250167,-117.233457833
205,19:58:17,19:58:16,32.703250167,-117.233457833
206,19:58:17,19:58:16,32.703250167,-117.233457833
207,19:58:17,19:58:16,32.703250167,-117.233457833
208,19:58:17,19:58:16,32.703250167,-117.233457833
209,19:58:17,19:58:16,32.703250167,-117.233457833
210,19:58:17,19:58:16,32.703250167,-117.233457833
211,19:58:17,19:58:16,32.703250167,-117.233457833
212,19:58:17,19:58:16,32.703250167,-117.233457833
213,19:58:17,19:58:16,32.703250167,-117.233457833
214,19:58:17,19:58:16,32.703250167,-117.233457833
215,19:58:17,19:58:16,32.703250167,-117.233457833
216,19:58:17,19:58:16,32.703250167,-117.233457833
217,19:58:17,19:58:16,32.703250167,-117.233457833
218,19:58:17,19:58:16,32.703250167,-117.233457833
219,19:58:17,19:58:16,32.703250167,-117.233457833
220,19:58:17,19:58:16,32.703250167,-117.233457833
221,19:58:17,19:58:16,32.703250167,-117.233457833
222,19:58:17,19:58:16,32.703250167,-117.233457833
223,19:58:17,19:58:16,32.703250167,-117.233457833
224,19:58:17,19:58:16,32.703250167,-117.233457833
225,19:58:17,19:58:16,32.703250167,-117.233457833
226,19:58:17,19:58:16,32.703250167,-117.233457833
227,19:58:17,19:58:16,32.703250167,-117.233457833
228,19:58:17,19:58:16,32.703250167,-117.233457833
229,19:58:17,19:58:16,32.703250167,-117.233457833
230,19:58:17,19:58:16,32.703250167,-117.233457833
231,19:58:17,19:58:16,32.703250167,-117.233457833
232,19:58:17,19:58:16,32.703250167,-117.233457833
233,19:58:17,19:58:16,32.703250167,-117.233457833
234,19:58:17,19:58:16,32.703250167,-117.233457833
235,19:58:17,19:58:16,32.703250167,-117.233457833
236,19:58:17,19:58:16,32.703250167,-117.233457833
237,19:58:17,19:58:16,32.703250167,-117.233457833
238,19:58:17,19:58:16,32.703250167,-117.233457833
239,19:58:17,19:58:16,32.703250167,-117.233457833
240,19:58:17,19:58:16,32.703250167,-117.233457833
241,19:58:17,19:58:16,32.703250167,-117.233457833
242,19:58:17,19:58:16,32.703250167,-117.233457833
243,19:58:17,19:58:16,32.703250167,-117.233457833
244,19:58:17,19:58:16,32.703250167,-117.233457833
245,19:58:17,19:58:16,32.703250167,-117.233457833
