Frame No.,Latitude,Longitude
30,32.703195833,-117.233748167
30,32.7032105,-117.233771833
30,32.703213833,-117.233780167
30,32.703217,-117.233788333
30,32.703222667,-117.233801333
30,32.703224833,-117.233807167
30,32.703227,-117.233813333
30,32.703230333,-117.2338345
30,32.703233333,-117.233843667
150,32.703249,-117.233893833
150,32.703251167,-117.233902833
150,32.703253167,-117.233911833
150,32.703252333,-117.2339195
150,32.7032535,-117.233928667
150,32.7032525,-117.233946167
150,32.703252,-117.233951333
150,32.703249833,-117.233960833
150,32.703248333,-117.233966667
150,32.703243667,-117.233977667
150,32.7032415,-117.233982
150,32.703237833,-117.233989833
150,32.703235167,-117.233993667
150,32.703229,-117.234001
270,32.7032155,-117.234014
270,32.703206167,-117.2340185
270,32.703199833,-117.2340215
270,32.7031835,-117.234026
270,32.703172,-117.234028333
270,32.7031655,-117.234028333
270,32.703158,-117.234028833
390,32.703102833,-117.234023
390,32.703094667,-117.234021833
509,32.702951833,-117.234006833
509,32.702943167,-117.234006667
509,32.7029345,-117.234006
509,32.702919333,-117.234005667
509,32.702910667,-117.234005333
629,32.7027545,-117.234017667
629,32.702737667,-117.234022167
629,32.702721833,-117.234028333
629,32.702705,-117.234039833
629,32.702691667,-117.234054333
749,32.702684333,-117.234061833
749,32.702678167,-117.234069667
749,32.702673833,-117.234076833
749,32.702671333,-117.234080833
749,32.702665333,-117.234090667
749,32.702663333,-117.234095
749,32.7026605,-117.234106833
749,32.702658167,-117.234118167
749,32.70266,-117.2341235
749,32.702659667,-117.234133333
749,32.702660167,-117.234140833
749,32.702663,-117.234144
749,32.702668,-117.234162833
749,32.702669833,-117.234167
869,32.702673,-117.2341735
869,32.7026875,-117.234189167
869,32.702693,-117.234192333
869,32.702696667,-117.234194333
869,32.7027005,-117.2341955
869,32.702702667,-117.234197167
869,32.702706667,-117.234197167
869,32.702711833,-117.234196333
869,32.702717333,-117.2341935
869,32.702721167,-117.234192
869,32.702725667,-117.234189
869,32.702731,-117.234185833
984,32.702734,-117.2341825
984,32.7027365,-117.234178833
984,32.702741833,-117.234170333
984,32.702744167,-117.234165667
984,32.702750833,-117.234147333
984,32.702768167,-117.234101833
1105,32.702777667,-117.234087667
1105,32.702781167,-117.234081667
1105,32.702784833,-117.234076167
1105,32.702808333,-117.2340445
1105,32.7028295,-117.234020167
1228,32.70285,-117.234002
1228,32.702870667,-117.2339885
1228,32.702881167,-117.233985167
1228,32.702884667,-117.233983833
1228,32.702893333,-117.2339805
1228,32.702900667,-117.233977667
1228,32.702909667,-117.2339755
1228,32.7029225,-117.233974667
1228,32.702926333,-117.233974
1228,32.702932,-117.233970833
1349,32.702938,-117.233971
1349,32.702942,-117.233971167
1349,32.702952833,-117.2339705
1349,32.702956833,-117.2339705
1349,32.702972167,-117.233975
1349,32.703000167,-117.233979833
1349,32.703011667,-117.233982833
1349,32.703017667,-117.233984833
1349,32.703026833,-117.233987833
1470,32.703034833,-117.233992
1470,32.7030385,-117.2339935
1470,32.703042167,-117.233995
1470,32.703050667,-117.2339995
1470,32.703054333,-117.234001167
1470,32.703066,-117.234007167
1470,32.703104333,-117.234027333
1470,32.703131,-117.2340455
1590,32.7031515,-117.2340625
1590,32.703154833,-117.234065833
1590,32.703159667,-117.234071167
1590,32.703164,-117.234077167
1590,32.7031685,-117.234082667
1710,32.703253167,-117.234196667
1710,32.7032565,-117.234200167
1710,32.70326,-117.234206167
1710,32.703265167,-117.234211
1710,32.703270333,-117.2342155
1710,32.703275333,-117.234219
1710,32.703279667,-117.234221333
1710,32.703286667,-117.234224
1710,32.703290167,-117.234224667
1710,32.703297833,-117.234227167
1830,32.703303167,-117.234227833
1830,32.703308667,-117.234227333
1830,32.703316333,-117.2342255
1830,32.703319833,-117.2342245
1830,32.703338833,-117.234215667
1830,32.703349667,-117.2342085
1830,32.703356667,-117.234200833
1830,32.703360167,-117.234197
1830,32.7033625,-117.234194167
1830,32.703364333,-117.2341865
1830,32.703365833,-117.234183
1951,32.703370333,-117.234167167
