Frame No.,Latitude,Longitude
52,32.702558667,-117.233960667
52,32.702558333,-117.233953833
52,32.702557,-117.233945667
52,32.702554667,-117.233934333
183,32.702547667,-117.2339115
183,32.702529,-117.233871333
316,32.7025205,-117.233859667
316,32.7025045,-117.233821333
448,32.702499167,-117.233788167
448,32.702496833,-117.2337715
580,32.7024955,-117.233754667
580,32.702495667,-117.233749667
580,32.7024995,-117.233738167
580,32.702503667,-117.2337255
709,32.702504667,-117.233718
709,32.7025065,-117.233712833
840,32.702508833,-117.2336875
840,32.702506833,-117.233682833
840,32.702504667,-117.233676333
840,32.702507333,-117.233673333
970,32.7025105,-117.2336675
970,32.702512667,-117.233663667
970,32.702509667,-117.233661
970,32.702509333,-117.233659167
1100,32.702503167,-117.233651667
1100,32.702494,-117.233643333
1229,32.702494167,-117.233641167
1229,32.702488333,-117.2336375
1358,32.7024735,-117.2336325
1358,32.702464,-117.2336275
1488,32.702454333,-117.2336195
1877,32.702367167,-117.233587667
2009,32.702346833,-117.233574
2009,32.702342,-117.233567333
2272,32.7023175,-117.233540667
2404,32.702293,-117.2335305
2534,32.702264167,-117.2335185
2794,32.702210833,-117.233492
3317,32.702088833,-117.2334675
52,32.702842333,-117.233521833
52,32.702826,-117.233533667
52,32.702815667,-117.2335455
52,32.7028065,-117.233556333
52,32.702803833,-117.233563833
52,32.702798333,-117.233574
52,32.702795167,-117.233589333
52,32.702790667,-117.2336005
52,32.702789167,-117.233606667
183,32.702787167,-117.233619667
183,32.7027835,-117.2336215
183,32.702784833,-117.233644667
183,32.7027865,-117.233652
183,32.702790333,-117.233668
183,32.702795333,-117.233675333
183,32.702802833,-117.233678
183,32.702806,-117.233680833
183,32.702811167,-117.233681667
183,32.7028145,-117.233683167
183,32.702818833,-117.233684
316,32.702823,-117.233684833
316,32.702829833,-117.233684167
316,32.702833333,-117.233685333
316,32.702837833,-117.233682833
316,32.702841,-117.233680667
316,32.702845667,-117.233678667
316,32.702851167,-117.2336735
316,32.702868667,-117.233659333
448,32.702882167,-117.233650667
448,32.7028865,-117.2336485
448,32.702895333,-117.233645167
448,32.702899333,-117.233643333
448,32.702908667,-117.233641167
448,32.702914833,-117.233640667
448,32.702918333,-117.233640333
448,32.702925833,-117.23364
448,32.702930333,-117.233639
448,32.702935833,-117.233638833
448,32.702943,-117.233639167
448,32.702948333,-117.233639833
448,32.702952,-117.23364
448,32.702955667,-117.233640333
580,32.702961167,-117.2336405
580,32.702976,-117.233642833
580,32.702991,-117.2336445
580,32.702998667,-117.233645333
580,32.7030045,-117.233648
580,32.703029167,-117.233651167
580,32.703040167,-117.233653333
709,32.703144333,-117.233679667
840,32.703167833,-117.233689833
840,32.703183333,-117.2336985
840,32.703191333,-117.233705
840,32.703196667,-117.2337085
840,32.703201167,-117.233714167
840,32.703212167,-117.233721667
970,32.703271833,-117.233763833
970,32.703284167,-117.233773333
970,32.703287667,-117.2337765
970,32.703335167,-117.233826167
1100,32.703354,-117.233845667
1100,32.7033605,-117.233852333
1100,32.703365167,-117.2338575
1100,32.703369167,-117.233863
1100,32.703372333,-117.233866333
1100,32.703393833,-117.23389
1100,32.703400833,-117.233899333
1100,32.703404167,-117.233902833
1100,32.703409,-117.233908167
1229,32.703413833,-117.233913333
1229,32.703419667,-117.2339225
1229,32.703422333,-117.233926
1229,32.703425,-117.233929667
1229,32.703428333,-117.233937667
1229,32.703434333,-117.233954333
1229,32.703433333,-117.233964333
1229,32.703434167,-117.233970667
1229,32.703434667,-117.2339745
1229,32.703434833,-117.233978833
1229,32.703434833,-117.233983
1229,32.703431833,-117.233993
1229,32.7034315,-117.2339975
1229,32.703429667,-117.2340065
1229,32.703429833,-117.2340125
1229,32.703428667,-117.2340165
1229,32.703427333,-117.2340205
1229,32.703424,-117.234028167
1358,32.703423167,-117.234032667
1358,32.70342,-117.234037833
1358,32.703417833,-117.234041
1358,32.703414167,-117.234046333
1358,32.703405167,-117.234057833
1358,32.703393667,-117.2340685
1358,32.703385333,-117.234072833
1358,32.7033755,-117.234075
1358,32.70337,-117.234075833
1358,32.7033665,-117.234076167
1358,32.703356333,-117.2340765
1488,32.7033395,-117.234071833
1488,32.703334333,-117.23407
1488,32.703327333,-117.234063
1488,32.703322,-117.234060167
1488,32.703316667,-117.234057167
1488,32.703309667,-117.234051667
1488,32.703302833,-117.234046167
1488,32.703294667,-117.234039167
1488,32.7032895,-117.2340335
1488,32.703285,-117.234029
1488,32.703274,-117.234012667
1488,32.7032695,-117.234007
1618,32.703267,-117.233997667
1618,32.7032645,-117.233993333
1618,32.703261833,-117.233989167
1618,32.703257833,-117.233982833
1618,32.703253167,-117.233976
1618,32.7032495,-117.2339695
1618,32.703245333,-117.2339605
1618,32.703243,-117.233956
1618,32.703236833,-117.233942667
1618,32.703232833,-117.233933833
1618,32.7032305,-117.233927167
1618,32.703213833,-117.2338895
1747,32.703205333,-117.233873
1747,32.703203833,-117.233868167
1747,32.7032015,-117.233856167
1747,32.703198833,-117.233848667
1877,32.703167,-117.2337395
1877,32.703165333,-117.2337345
1877,32.703162667,-117.233722167
1877,32.7031615,-117.233717167
1877,32.703156,-117.233708667
1877,32.703154667,-117.233703667
1877,32.703151333,-117.233691
1877,32.7031485,-117.233686333
1877,32.703143,-117.233666333
1877,32.7031395,-117.233660833
1877,32.703137333,-117.233653333
2009,32.703134167,-117.233636
2009,32.703092667,-117.233531333
2009,32.703089833,-117.233524
2141,32.703080833,-117.233503667
2141,32.703068833,-117.233475667
2141,32.703043,-117.233421667
2141,32.703040667,-117.233417
2272,32.703013667,-117.233358
2272,32.702983333,-117.233307667
2272,32.702978833,-117.233295667
2404,32.702951,-117.233245833
2404,32.702948333,-117.233241167
2404,32.702904833,-117.2331725
2404,32.702900333,-117.2331655
2534,32.702893833,-117.2331525
2534,32.702889167,-117.2331455
2664,32.7028135,-117.233040167
2664,32.702792167,-117.233010833
2664,32.702788333,-117.2330035
2664,32.702778,-117.232973833
2664,32.702773833,-117.232963
2664,32.702773,-117.232959
2664,32.702772,-117.232952833
2664,32.702770833,-117.2329465
2794,32.7027705,-117.232940333
2794,32.702771667,-117.232931
2794,32.702775833,-117.232904833
2794,32.702777167,-117.232900333
2794,32.702788,-117.2328815
2794,32.702792,-117.2328755
2794,32.702795,-117.232871167
2794,32.702803667,-117.232863167
2925,32.702820167,-117.232849
2925,32.7028385,-117.232838333
2925,32.702842667,-117.232836
2925,32.702849,-117.2328315
2925,32.702860667,-117.232823667
2925,32.702877,-117.232814667
2925,32.702883167,-117.232812
3055,32.702906667,-117.232798167
3055,32.702915167,-117.232791667
3055,32.7029185,-117.232790167
3055,32.702925167,-117.2327865
3055,32.702930667,-117.2327845
3055,32.702936333,-117.2327825
3055,32.7029705,-117.232771
3185,32.702983833,-117.23277
3185,32.702989167,-117.232769167
3185,32.702993167,-117.232768833
3185,32.703002,-117.232768
3185,32.703006,-117.232767833
3185,32.703012333,-117.232768
3185,32.703015833,-117.232770333
3185,32.7030625,-117.232779
3317,32.703091667,-117.232787833
3317,32.703104833,-117.2327905
3317,32.703135,-117.232802167
3448,32.703173167,-117.232824833
3448,32.703182333,-117.232830667
3448,32.703202333,-117.23284
3448,32.703210667,-117.232844333
3448,32.703222,-117.2328495
3448,32.703224333,-117.232852833
3448,32.703229833,-117.232854833
3448,32.703239333,-117.232858167
3448,32.703242667,-117.2328605
3448,32.703255833,-117.232864167
3578,32.703268833,-117.232865667
3578,32.703289,-117.232869167
3578,32.7032995,-117.232871167
3578,32.703311833,-117.232872667
3578,32.703315833,-117.232872833
3578,32.703338,-117.232874
3578,32.703343667,-117.2328745
3578,32.703347167,-117.232874833
