Frame No.,Latitude,Longitude
2869,32.7147785,-117.211976333
2869,32.714767167,-117.212013667
2869,32.714677167,-117.212286833
2869,32.7141,-117.2139605
2869,32.714075667,-117.214030833
2869,32.712081333,-117.218824333
2869,32.709984167,-117.223213667
2869,32.708033667,-117.2263655
2869,32.708003667,-117.226411167
2869,32.7078595,-117.226618667
2869,32.706841167,-117.228049333
2869,32.706789667,-117.228126333
2869,32.706740833,-117.228202833
2869,32.704999833,-117.23093
2869,32.704404667,-117.231698333
2869,32.7042625,-117.2318735
2869,32.703869167,-117.232408333
2869,32.7038655,-117.232411167
2869,32.703856833,-117.232423
2869,32.703854167,-117.232426667
2869,32.703848,-117.232433833
2869,32.7038335,-117.232454333
2869,32.703828833,-117.232459833
2869,32.703825167,-117.232463833
2869,32.703809667,-117.232485667
2869,32.703800833,-117.232497667
2869,32.703797167,-117.232503167
2869,32.7037865,-117.232515333
2869,32.703782667,-117.232520167
2869,32.7037775,-117.232526333
2869,32.703773833,-117.232530667
2869,32.7037715,-117.232533833
2869,32.703764333,-117.232543333
2869,32.703758167,-117.232551333
2869,32.703725333,-117.232592
2869,32.703708667,-117.232614667
2869,32.703703833,-117.232620333
2869,32.703701333,-117.232623
2869,32.703699167,-117.232625833
2869,32.703687667,-117.2326425
2869,32.703668167,-117.232666
2869,32.703664667,-117.23267
2869,32.703600167,-117.2327485
2869,32.703595833,-117.232753333
2869,32.703586333,-117.232764167
2869,32.703573,-117.232779667
2869,32.703570667,-117.232782333
2869,32.703552,-117.232808
2869,32.703535333,-117.232833333
2869,32.703527,-117.232846833
2869,32.703511833,-117.232871667
2869,32.703499167,-117.232895167
2869,32.703481167,-117.232943167
2869,32.703469,-117.232987
2869,32.703465,-117.233011833
2869,32.703464,-117.2330435
2869,32.703465667,-117.233060667
2869,32.703469,-117.233100333
2869,32.703469833,-117.233123167
2869,32.70347,-117.233154667
2869,32.703464667,-117.2331905
2869,32.7034585,-117.233213833
2869,32.7034475,-117.2332495
2869,32.703433833,-117.233280333
2869,32.703418167,-117.233308167
2869,32.70334,-117.233433833
2869,32.7033305,-117.233460167
2869,32.703321833,-117.2334885
2869,32.70332,-117.233507333
2869,32.703322333,-117.2335285
2869,32.703326,-117.233544
2869,32.703328333,-117.233580167
2869,32.703329333,-117.233603333
2869,32.703323167,-117.2336285
2869,32.703319667,-117.233649167
2869,32.703315333,-117.233664167
2869,32.70331,-117.233678333
2869,32.703299667,-117.233699
2869,32.7032915,-117.233711667
2869,32.703264333,-117.233748833
2869,32.703247333,-117.233767833
2869,32.703216333,-117.233802
2869,32.7031835,-117.233824167
2869,32.7031265,-117.233864167
2869,32.703092833,-117.233884
2869,32.703086833,-117.2338875
2869,32.703072833,-117.233895167
2869,32.703063333,-117.233901167
2869,32.703035,-117.2339185
2869,32.702980833,-117.233949833
2869,32.702977667,-117.233950333
2869,32.702925667,-117.233977667
2869,32.702922833,-117.2339795
2869,32.7029135,-117.233987833
2869,32.702901833,-117.233996667
2869,32.702866667,-117.234025833
2869,32.702843833,-117.234040667
2869,32.702838333,-117.2340475
2869,32.702820833,-117.234056833
2869,32.702811333,-117.2340615
2869,32.702781833,-117.2340755
2869,32.702746667,-117.234088667
2869,32.702739667,-117.23409
2869,32.702721,-117.2340975
2869,32.7027165,-117.234099167
2869,32.702711833,-117.234101
2869,32.702703,-117.234103333
2869,32.702677333,-117.234114
2869,32.70267,-117.234117167
2869,32.702627167,-117.234133333
2869,32.702622333,-117.234135167
2869,32.702614333,-117.234137833
2869,32.702594667,-117.234140833
2869,32.702583667,-117.234142
2869,32.702521,-117.2341655
2869,32.702516333,-117.234167333
2869,32.702492167,-117.2341795
2869,32.702489167,-117.234181833
2869,32.702486167,-117.234183167
2869,32.702478833,-117.234189833
2869,32.702468167,-117.234194667
2869,32.702461833,-117.234197667
2869,32.702454167,-117.234201167
2869,32.702404,-117.234226833
2869,32.702382333,-117.234240833
