Frame No.,Latitude,Longitude
81,32.716629667,-117.20572
210,32.703457,-117.232862167
338,32.703454333,-117.232871833
338,32.703453167,-117.232875333
338,32.703442333,-117.2329165
338,32.703441,-117.232922833
338,32.703438,-117.232940333
338,32.703432833,-117.2329635
338,32.703429667,-117.232972333
338,32.703422667,-117.233001333
469,32.703403167,-117.233064667
469,32.7034,-117.233074
469,32.703396667,-117.233083167
469,32.703385167,-117.233110167
469,32.703376,-117.233127667
469,32.703365,-117.233141167
469,32.7033455,-117.233156167
600,32.703331333,-117.233166333
600,32.7033245,-117.23317
600,32.703314,-117.233175
600,32.703303833,-117.233178
600,32.703276667,-117.2331815
600,32.703268667,-117.233182
600,32.703261833,-117.233183
600,32.7032535,-117.233183
600,32.703232,-117.233182333
600,32.703223333,-117.233181
600,32.7032175,-117.233180333
732,32.7030715,-117.233171167
732,32.7030655,-117.233171167
994,32.702857167,-117.233165667
994,32.702848333,-117.233165333
994,32.7028185,-117.2331585
994,32.702804167,-117.2331565
994,32.702789333,-117.233155
994,32.702784667,-117.233154833
1124,32.7027215,-117.2331455
1124,32.702689,-117.233139833
1124,32.7026775,-117.2331375
1124,32.702625,-117.2331215
1256,32.702609167,-117.233112833
1256,32.702593,-117.233102667
1256,32.702586833,-117.233094667
1256,32.702580833,-117.233089167
1256,32.702572333,-117.233081333
1256,32.702566833,-117.233080333
1256,32.702555333,-117.233065167
1256,32.7025405,-117.233038667
1385,32.7025265,-117.2330095
1385,32.702511333,-117.232947
1385,32.702503667,-117.2329105
1385,32.702502667,-117.232894333
1385,32.702501667,-117.232886
1647,32.702493833,-117.232696667
1647,32.702493167,-117.232688333
1647,32.7024925,-117.23268
1647,32.702491,-117.232646333
1647,32.702491,-117.232641833
1647,32.702489667,-117.232627667
1647,32.702487667,-117.232612667
1778,32.702485333,-117.232582167
1778,32.702485333,-117.232544333
1778,32.702484833,-117.232535833
1778,32.702484333,-117.232521833
1778,32.702484,-117.232513667
1778,32.702483667,-117.2325055
1778,32.702482,-117.232488833
1778,32.702482333,-117.232457167
1908,32.702481833,-117.2324485
1908,32.7024795,-117.232431833
1908,32.702479333,-117.232423
1908,32.702477833,-117.232372833
1908,32.702477667,-117.232367167
1908,32.7024765,-117.232332833
2039,32.702479167,-117.232281167
2039,32.702483167,-117.232264333
2039,32.702485333,-117.232257333
2039,32.702487,-117.232252833
2039,32.702487833,-117.2322475
2039,32.702489667,-117.232243167
2039,32.702491667,-117.232238833
2039,32.702495333,-117.2322305
2039,32.7025025,-117.2322235
2039,32.702511,-117.232212833
2039,32.702524333,-117.2322005
2167,32.702538833,-117.232189833
2167,32.702552667,-117.232183667
2167,32.70256,-117.2321805
2167,32.702572,-117.23218
2167,32.702579333,-117.232178833
2167,32.702583,-117.2321785
2167,32.702585833,-117.232179333
2167,32.7025895,-117.2321795
2167,32.702593333,-117.232179667
2167,32.702599167,-117.232180333
2167,32.702605833,-117.232182167
2294,32.702618833,-117.232186667
2294,32.702623667,-117.232192333
2294,32.702638333,-117.232204667
2294,32.702649333,-117.232214
2294,32.7026535,-117.232222667
2294,32.7026685,-117.232243667
2294,32.702675833,-117.2322575
2294,32.7026785,-117.232262833
2294,32.702681833,-117.232270167
2294,32.702685167,-117.232278167
2425,32.7026945,-117.2323045
2425,32.7027015,-117.232338833
2425,32.702709333,-117.232401667
2425,32.702711167,-117.232435833
2554,32.702711333,-117.232442333
2554,32.702709833,-117.2324915
2554,32.702706333,-117.232542167
2554,32.702705667,-117.232552333
2554,32.702704833,-117.232563
2682,32.702705167,-117.232629833
2813,32.702708333,-117.232844333
2813,32.7027125,-117.232896833
2813,32.702713167,-117.232903167
2943,32.702728333,-117.233012
2943,32.702729667,-117.233021833
2943,32.7027325,-117.233033667
2943,32.702739833,-117.233082
3071,32.7027415,-117.2330915
3071,32.702769,-117.233214667
3202,32.702784833,-117.233257833
3202,32.702797333,-117.233281333
3202,32.702817667,-117.233313333
3202,32.7028335,-117.233333667
3202,32.702842833,-117.233346833
3329,32.7028725,-117.2333725
3329,32.702884167,-117.233375167
3329,32.7028975,-117.233382333
3329,32.702907333,-117.233384
3329,32.70293,-117.2333915
3329,32.7029405,-117.233391
3329,32.702947833,-117.233390833
3329,32.702952167,-117.2333905
3329,32.702956333,-117.233389833
3329,32.7029605,-117.233388833
3458,32.7029705,-117.233384333
3458,32.702984833,-117.233378667
3458,32.702993833,-117.233374667
3458,32.7029995,-117.233371167
3458,32.703012833,-117.233359167
3458,32.7030225,-117.233348667
3458,32.703031833,-117.2333335
3458,32.703039833,-117.2333125
3588,32.703043833,-117.233295
3588,32.703046667,-117.233272333
3588,32.703047333,-117.233262167
3588,32.703048833,-117.233253
3588,32.703048833,-117.233245333
3588,32.703048667,-117.233240333
3588,32.703045,-117.233224
3588,32.703043667,-117.2332185
3588,32.703033833,-117.233190333
