Frame No.,Latitude,Longitude
306,32.71213,-117.184266667
567,32.713317833,-117.1856975
696,32.713635,-117.1860495
696,32.713906833,-117.186397667
827,32.714090167,-117.186682
827,32.714245833,-117.186980167
827,32.714295333,-117.1870955
827,32.714302833,-117.187117
827,32.714316833,-117.187153
953,32.714386333,-117.187374167
953,32.714398167,-117.1874215
953,32.714418833,-117.187480333
953,32.714458833,-117.187603833
1083,32.7146075,-117.188010667
1083,32.714620333,-117.188040833
1213,32.7147195,-117.188273833
1213,32.714734667,-117.188302167
1213,32.7147625,-117.1883625
1213,32.7147825,-117.188401167
1213,32.714813833,-117.1884655
1213,32.714934333,-117.188672167
1342,32.714971333,-117.188733
1342,32.715068833,-117.188896333
1342,32.715104167,-117.1889555
1471,32.715358667,-117.189463667
1471,32.7154925,-117.189829167
1602,32.7156925,-117.1905375
1862,32.716230333,-117.1929215
2248,32.716455,-117.194952167
2248,32.71649,-117.195863
2377,32.716493,-117.196042
2900,32.7167185,-117.2002355
3163,32.716917333,-117.201746
3163,32.716921,-117.201855333
3163,32.716926,-117.2024735
3295,32.716969,-117.203388833
3424,32.716953667,-117.203800833
3552,32.716820167,-117.204844833
44,32.702588667,-117.231909333
44,32.702581667,-117.231922
44,32.702576833,-117.231935833
44,32.702570333,-117.231957667
44,32.702569833,-117.231968833
44,32.702567333,-117.2319985
44,32.702565833,-117.232047167
176,32.702566667,-117.232077167
176,32.702566833,-117.232085167
176,32.702569667,-117.232169833
176,32.702569833,-117.232179667
176,32.702569667,-117.232190667
176,32.702569667,-117.232200333
176,32.70257,-117.232209833
306,32.702571667,-117.232222667
306,32.702571167,-117.232242333
306,32.7025735,-117.232274167
306,32.702576167,-117.2323065
306,32.702574667,-117.2323105
306,32.702575833,-117.232317
306,32.702576833,-117.232323333
436,32.702583167,-117.232377833
436,32.7025845,-117.232387333
436,32.702587167,-117.232403333
436,32.7025895,-117.232434167
436,32.702596167,-117.232466333
436,32.702598667,-117.232472833
436,32.702599667,-117.232482
436,32.702601833,-117.2324975
436,32.702605167,-117.2325065
436,32.702607,-117.232516167
436,32.702608333,-117.232522
567,32.702609667,-117.232536
567,32.702613,-117.232554
567,32.702618833,-117.232589833
567,32.702624,-117.232614167
567,32.702625,-117.232620333
567,32.7026325,-117.232656833
567,32.7026335,-117.232666333
567,32.702634667,-117.232675667
696,32.702636333,-117.232685167
696,32.702638833,-117.232697833
696,32.702641,-117.232713167
696,32.702645,-117.2327395
696,32.702649167,-117.232764833
696,32.702649833,-117.232781167
696,32.7026515,-117.2327905
696,32.702657667,-117.232818
827,32.7026695,-117.232854167
827,32.702677,-117.232869333
827,32.7026825,-117.232878667
827,32.702703833,-117.232899833
827,32.702720333,-117.232911333
827,32.702738833,-117.232924667
953,32.702749167,-117.232931
953,32.702759333,-117.232937
953,32.7028,-117.232953833
953,32.702826167,-117.232963667
953,32.702835333,-117.2329665
953,32.702840833,-117.2329695
953,32.7028475,-117.232971833
1083,32.702859833,-117.232977
1083,32.7028995,-117.2329875
1083,32.702910667,-117.232990167
1083,32.702917167,-117.232991167
1083,32.702928833,-117.2329925
1083,32.702937167,-117.232992167
1083,32.702944667,-117.232991833
1083,32.702950833,-117.232992
1083,32.702954667,-117.232991833
1083,32.702958667,-117.232991667
1213,32.7029775,-117.232993167
1213,32.702981667,-117.232993167
1213,32.702986833,-117.232995
1213,32.702991167,-117.232995
1213,32.7029955,-117.232995
1213,32.703015667,-117.232995333
1213,32.7030225,-117.232995333
1213,32.703031167,-117.232992667
1213,32.703036,-117.232992667
1213,32.703042833,-117.2329925
1213,32.703049833,-117.2329925
1213,32.7030605,-117.232991833
1342,32.7030715,-117.2329915
1342,32.7030775,-117.232991
1342,32.703083667,-117.232991
1342,32.703089833,-117.2329915
1342,32.703094333,-117.232991
1342,32.703137667,-117.232994333
1471,32.703197333,-117.233011333
1471,32.703202167,-117.233012
1471,32.703227,-117.233016
1471,32.703265667,-117.2330295
1471,32.7032705,-117.233031167
1471,32.703283167,-117.233035667
1602,32.703368333,-117.2330645
1602,32.703374833,-117.2330675
1602,32.703396667,-117.233077833
1733,32.703469833,-117.233118667
1733,32.703476,-117.233121667
1862,32.703525833,-117.233152333
1862,32.703530667,-117.233152667
1862,32.7035435,-117.2331605
1862,32.703547833,-117.233163167
1862,32.703551833,-117.233166333
1862,32.703572667,-117.233178833
1862,32.7035835,-117.2331835
1862,32.703598833,-117.2331855
1862,32.703602667,-117.233186
1862,32.7036085,-117.233186167
1992,32.703612667,-117.233183333
1992,32.703618167,-117.233182833
1992,32.703627667,-117.233181333
1992,32.703642167,-117.233175833
1992,32.7036475,-117.233173333
1992,32.703655667,-117.233167333
1992,32.703659167,-117.233164833
1992,32.703664,-117.233160667
1992,32.703670167,-117.233155667
1992,32.703678833,-117.2331465
1992,32.703686833,-117.2331335
2121,32.703699667,-117.233111
