Frame No.,Latitude,Longitude
487,32.701953667,-117.23346
1007,32.701856,-117.233466333
2676,32.701475333,-117.233478833
3301,32.701346,-117.233487667
108,32.703349333,-117.232876833
108,32.7033545,-117.232877333
108,32.7033615,-117.232877833
108,32.703365333,-117.232878167
108,32.703376,-117.2328785
108,32.703380167,-117.232878667
108,32.703401167,-117.232879333
108,32.703407167,-117.23288
108,32.703419,-117.232881333
108,32.703427167,-117.232881333
108,32.703434667,-117.232882667
238,32.703445833,-117.232884333
238,32.703453167,-117.232885833
238,32.703473,-117.232894333
238,32.703478667,-117.232895833
238,32.7034825,-117.232895667
238,32.703488333,-117.232897667
238,32.703524333,-117.232909333
358,32.703544833,-117.232920333
358,32.703548333,-117.2329225
358,32.703562667,-117.232932333
358,32.703568667,-117.232937333
358,32.703576,-117.2329435
358,32.7035805,-117.232948667
358,32.7035865,-117.232955333
358,32.70359,-117.232960167
358,32.7035945,-117.2329665
358,32.7036025,-117.232977833
487,32.703615667,-117.2329955
487,32.703618167,-117.232999667
487,32.7036205,-117.233003667
487,32.7036225,-117.233008
487,32.7036255,-117.233014667
487,32.703630167,-117.233023167
487,32.703637667,-117.233047
487,32.7036395,-117.233054167
487,32.7036415,-117.233062167
487,32.703645,-117.233083
487,32.7036455,-117.233097833
487,32.703645833,-117.233106333
617,32.703647667,-117.233111667
617,32.7036475,-117.233125833
617,32.703644333,-117.233144333
617,32.703643333,-117.23315
617,32.7036415,-117.2331635
617,32.703637,-117.2331795
617,32.703635333,-117.2331875
617,32.703631833,-117.233199
617,32.703620333,-117.2332315
617,32.703613667,-117.233244667
748,32.703611,-117.233252
748,32.703604833,-117.233262
748,32.703581667,-117.233295
748,32.703533833,-117.233352333
748,32.703527833,-117.233358667
877,32.703510667,-117.233376167
877,32.703455667,-117.2334265
877,32.703445167,-117.233435833
877,32.703435833,-117.233443167
877,32.703425,-117.233452167
877,32.703421,-117.233455833
1007,32.703402333,-117.233470333
1007,32.703397833,-117.233474
1007,32.703324167,-117.2335255
1007,32.703307,-117.2335385
1007,32.7033025,-117.2335415
1136,32.703282333,-117.2335565
1136,32.703266333,-117.2335675
1136,32.703262833,-117.2335695
1136,32.703256167,-117.2335745
1136,32.703234333,-117.2335885
1136,32.703227333,-117.233593
1266,32.703169833,-117.233627
1266,32.703162333,-117.233628333
1266,32.703117,-117.233654667
1266,32.703112333,-117.233657333
1266,32.703085667,-117.2336725
1266,32.703066833,-117.233683167
1266,32.7030545,-117.233691
1397,32.7030235,-117.233715667
1397,32.703021,-117.233718167
1397,32.703016833,-117.233721667
1397,32.702993833,-117.23375
1397,32.702972333,-117.233779
1397,32.702966167,-117.233786167
1397,32.7029635,-117.233789667
1524,32.7029575,-117.233796167
1524,32.7029515,-117.233805
1524,32.702929,-117.233842333
1524,32.702913833,-117.233872667
1654,32.7029075,-117.233897333
1654,32.702905333,-117.233905833
1654,32.702903167,-117.233912167
1654,32.702901167,-117.233918333
1654,32.702899167,-117.233926333
1654,32.702895833,-117.233937
1654,32.702892167,-117.233957
1654,32.702890833,-117.233965667
1654,32.702888833,-117.233971167
1654,32.702887167,-117.233984
1784,32.702886333,-117.233990167
1784,32.702885667,-117.233994833
1784,32.702885167,-117.233999
1784,32.7028845,-117.234005667
1784,32.702884167,-117.234010167
1784,32.702882333,-117.234050167
1784,32.702882833,-117.234058667
1784,32.702882167,-117.234062833
1784,32.702885333,-117.234088333
1784,32.702885833,-117.234092667
1913,32.702888,-117.234103833
1913,32.702889167,-117.234110167
1913,32.702890167,-117.234114333
1913,32.702893167,-117.234129833
1913,32.702894167,-117.234134
1913,32.702895,-117.234138
1913,32.702895833,-117.234141667
1913,32.702898167,-117.234150833
1913,32.702899833,-117.234156
1913,32.702904333,-117.234169333
1913,32.702906167,-117.234174833
1913,32.702908167,-117.234180333
1913,32.702910833,-117.234185333
2043,32.702919167,-117.234203
2043,32.702925333,-117.234215667
2292,32.7029625,-117.234302167
2292,32.702972,-117.234322833
2421,32.702975,-117.234345833
2421,32.702977,-117.234353667
2549,32.702980167,-117.234363667
2549,32.702982667,-117.234376833
2676,32.702984833,-117.234380333
2802,32.702974833,-117.234400667
2927,32.702971667,-117.234428333
3052,32.702964333,-117.234439833
3177,32.702949667,-117.234461833
3301,32.702940333,-117.234475333
3301,32.702940833,-117.234481833
3301,32.702941667,-117.234486
3301,32.702942667,-117.234489667
3301,32.702948167,-117.234488667
3301,32.70295,-117.234491833
3427,32.702954333,-117.234495
3427,32.702957333,-117.234497333
3427,32.702961833,-117.234497667
3427,32.7029665,-117.234500667
3427,32.702970333,-117.234501667
3427,32.702975833,-117.234505167
3427,32.702979167,-117.234502333
3427,32.702984333,-117.234502333
3553,32.702987167,-117.234499333
3553,32.702990167,-117.2344975
3553,32.702993333,-117.234496
3553,32.7030015,-117.234491333
3553,32.703007,-117.234488167
3553,32.703011833,-117.234484167
