Frame No.,Latitude,Longitude
0,32.678245833,-117.1457545
507,32.680984667,-117.148318167
639,32.682210167,-117.149312167
900,32.683326833,-117.1504825
1161,32.684304833,-117.15152
1423,32.685755667,-117.152800667
1813,32.688108667,-117.154674667
2720,32.692651,-117.1589035
2720,32.692810667,-117.159101167
2848,32.692988833,-117.159381333
2976,32.693539833,-117.160417333
2976,32.6937665,-117.160733333
3235,32.6948425,-117.161967667
0,32.702941,-117.233924833
0,32.702943333,-117.233918667
0,32.7029455,-117.233913833
0,32.702951833,-117.233899833
0,32.702958333,-117.233891
0,32.702960833,-117.2338885
119,32.702978667,-117.233869167
119,32.702989167,-117.233857667
247,32.703008667,-117.233838667
247,32.703013167,-117.233835333
247,32.703017,-117.233834167
375,32.703032,-117.2338325
375,32.703053167,-117.23383
507,32.7030965,-117.2338195
507,32.703114,-117.233818333
639,32.7031375,-117.233821167
769,32.70322,-117.233826667
769,32.703223833,-117.233826
769,32.703233833,-117.233825333
769,32.703238333,-117.2338255
900,32.703277333,-117.2338225
1032,32.703305,-117.233816
1032,32.703358833,-117.233803333
1161,32.703394,-117.233786167
1292,32.703433333,-117.233767833
1292,32.703479833,-117.233738833
1423,32.703482833,-117.233737167
1423,32.703491667,-117.233735
1423,32.703496167,-117.233734167
1423,32.7035,-117.233734333
1423,32.703508167,-117.233734333
1423,32.7035125,-117.233736667
1423,32.70353,-117.2337365
1423,32.70354,-117.233738667
1423,32.703543333,-117.233739333
1423,32.703547333,-117.233742
1554,32.703561667,-117.233747167
1554,32.703565333,-117.233749167
1554,32.703581333,-117.233752333
1554,32.703589833,-117.233757167
1554,32.703594833,-117.233760167
1554,32.703609667,-117.233773
1554,32.703613333,-117.233775333
1554,32.703622667,-117.233782833
1554,32.703628667,-117.233789
1554,32.703631,-117.233791667
1554,32.703633333,-117.233794833
1554,32.703636833,-117.233799833
1683,32.7036405,-117.233806333
1683,32.703643167,-117.2338105
1683,32.703645333,-117.233815833
1683,32.7036465,-117.233819833
1683,32.703647167,-117.233825167
1683,32.703648333,-117.233831167
1683,32.7036505,-117.2338415
1683,32.703649667,-117.233849833
1683,32.7036495,-117.233854333
1683,32.7036495,-117.233858833
1683,32.703648833,-117.233863167
1683,32.703644833,-117.233879
1683,32.703642333,-117.233884167
1683,32.7036375,-117.233887333
1683,32.703635667,-117.2338905
1813,32.703623333,-117.233906333
1813,32.703617667,-117.233912333
1813,32.703612833,-117.233917
1813,32.703605833,-117.233921667
1813,32.703602333,-117.233923667
1813,32.703598667,-117.233925833
1813,32.703594333,-117.233927
1813,32.703588667,-117.233927833
1813,32.703584667,-117.2339285
1813,32.703578167,-117.233930333
1813,32.703568,-117.23393
1813,32.703563833,-117.233929333
1813,32.703545167,-117.233922667
1942,32.7035335,-117.233919167
1942,32.7035275,-117.233915333
1942,32.703504333,-117.233900667
1942,32.703486167,-117.233881667
1942,32.703468833,-117.233859833
2069,32.703454167,-117.233829167
2069,32.70345,-117.233822
2069,32.703438833,-117.233805
2069,32.703434333,-117.233798167
2069,32.703414333,-117.233773
2069,32.703382333,-117.233740667
2069,32.7033665,-117.233731833
2195,32.703316,-117.233701333
2195,32.703294667,-117.233691167
2195,32.703286667,-117.2336875
2195,32.703259667,-117.233676833
2195,32.7032485,-117.233675167
2195,32.703242667,-117.2336735
2195,32.703225333,-117.2336695
2327,32.703182667,-117.233665833
2327,32.703173833,-117.233665
2327,32.703155333,-117.2336625
2327,32.703118,-117.233658333
2327,32.703106167,-117.233656833
2459,32.703047833,-117.233648833
2459,32.703038833,-117.233648
2459,32.703017167,-117.233645333
2459,32.703008333,-117.233644833
2591,32.7028735,-117.233647
2591,32.702793,-117.233633167
2720,32.702763333,-117.233626667
2720,32.702754667,-117.233625
2720,32.702738167,-117.233624
2720,32.702699667,-117.233609833
2720,32.702688167,-117.2336025
2720,32.702670167,-117.2335955
2720,32.702651833,-117.233584667
2848,32.702645833,-117.2335785
2848,32.702638167,-117.2335745
2848,32.702613833,-117.233562
2848,32.702550833,-117.233536333
2976,32.702482333,-117.233514667
2976,32.702475167,-117.233510833
2976,32.7024595,-117.233501333
2976,32.702446667,-117.2334915
2976,32.702428667,-117.233476167
2976,32.702417167,-117.233460833
2976,32.702410333,-117.233449333
3105,32.702406,-117.233435167
3105,32.702399167,-117.233422
3105,32.702395333,-117.2334065
3105,32.702393667,-117.233399
3105,32.702392667,-117.233393667
3105,32.702391333,-117.233382
3105,32.702390833,-117.233374667
3105,32.702390167,-117.233369667
3105,32.702388167,-117.233360167
3105,32.702388833,-117.2333505
3105,32.7023895,-117.233345833
3105,32.702390333,-117.233338
3105,32.702392667,-117.233326167
3105,32.702394667,-117.233319
3235,32.702400333,-117.233308667
3235,32.702404,-117.233300333
3235,32.702407833,-117.2332965
3235,32.702411333,-117.233290667
3235,32.7024165,-117.2332835
3235,32.702418833,-117.233281333
3235,32.702423167,-117.2332765
3235,32.702427667,-117.233271833
3235,32.702430667,-117.233268833
3235,32.702445,-117.233257833
3235,32.702453833,-117.233250667
3235,32.702457167,-117.233248167
3363,32.702498167,-117.2332215
3363,32.702505333,-117.233216833
3363,32.702516833,-117.233209667
3363,32.702532833,-117.233201333
3363,32.7025575,-117.233186
3490,32.7025655,-117.233186667
3490,32.702588333,-117.233173333
3490,32.702593833,-117.2331695
3490,32.702607167,-117.233160333
3490,32.702610833,-117.233158
