Frame No.,Latitude,Longitude
120,32.703025667,-117.233176333
120,32.703010167,-117.233155333
120,32.7029685,-117.233096667
251,32.702932833,-117.233052833
251,32.702887333,-117.233006667
381,32.702821167,-117.232953333
381,32.702812,-117.2329435
381,32.702799167,-117.232926333
381,32.702794833,-117.232917333
381,32.7027905,-117.232903833
381,32.702789,-117.232897
381,32.702789333,-117.232887667
381,32.702789333,-117.232883333
381,32.702790333,-117.232870667
381,32.7027945,-117.232858333
381,32.702796,-117.232854667
510,32.702799167,-117.2328495
510,32.7028175,-117.232823333
510,32.7028485,-117.232790833
510,32.702853,-117.232785667
510,32.702860167,-117.232779167
634,32.702886333,-117.232752167
634,32.702890333,-117.232749
634,32.702894833,-117.232744167
634,32.702949667,-117.232692167
764,32.702955833,-117.2326845
764,32.702962833,-117.232677333
764,32.702975667,-117.232663667
764,32.702985833,-117.232653833
764,32.702997167,-117.232643333
764,32.703010333,-117.232629833
764,32.703018667,-117.232623
764,32.7030345,-117.232609
890,32.703038,-117.232606
1017,32.7031875,-117.2324925
1017,32.7031905,-117.232491833
1017,32.703194333,-117.232489
1017,32.703200167,-117.232485
1148,32.70324,-117.23246
1148,32.703245833,-117.232456167
1148,32.7032495,-117.232453167
1148,32.7032575,-117.232448
1148,32.703281333,-117.232431333
1148,32.7032885,-117.232427333
1148,32.703294167,-117.232423333
1278,32.703411333,-117.232345667
1278,32.7034165,-117.232342167
1278,32.703421833,-117.232338833
1409,32.703444,-117.2323265
1409,32.703465833,-117.232313833
1409,32.703471667,-117.232310667
1409,32.7034925,-117.232300667
1409,32.7035025,-117.232295833
1540,32.703576333,-117.232256833
1672,32.703626667,-117.2322365
1672,32.703646,-117.2322295
1672,32.703650167,-117.232228333
1672,32.703656333,-117.232227
1672,32.703671167,-117.232225667
1672,32.703675333,-117.232225833
1672,32.703679167,-117.2322265
1672,32.7036845,-117.232226167
1672,32.703691333,-117.232229667
1672,32.703695833,-117.232232833
1672,32.703697667,-117.232232667
1672,32.703699833,-117.232235833
1672,32.703703167,-117.232241
1805,32.703707,-117.232246667
1805,32.703715,-117.232265667
1805,32.703717667,-117.232273167
1805,32.703719167,-117.232278667
1805,32.703723667,-117.232308833
1805,32.703725667,-117.232317167
1805,32.7037255,-117.2323215
1805,32.703727833,-117.232330167
1805,32.70373,-117.232338667
1936,32.7037705,-117.2325065
2067,32.703778333,-117.2325415
2067,32.703782167,-117.232556333
2067,32.703786667,-117.232579
2067,32.7037885,-117.232588
2067,32.703789167,-117.232598667
2067,32.7037905,-117.232604667
2067,32.703795,-117.232636667
2067,32.703796167,-117.232659
2067,32.703799167,-117.232674833
2197,32.703802833,-117.232701167
2197,32.703805,-117.232711
2197,32.703809167,-117.232719
2197,32.703811333,-117.232730333
2197,32.7038125,-117.232736167
2197,32.703820667,-117.2327705
2197,32.703821,-117.232792
2197,32.703821,-117.232797333
2197,32.7038175,-117.232808667
2197,32.703813667,-117.2328215
2197,32.703811667,-117.232826667
2328,32.703805,-117.23284
2328,32.703792667,-117.232855167
2328,32.703766833,-117.2328815
2328,32.703745167,-117.232901833
2458,32.703694833,-117.232945333
2458,32.703687333,-117.232951167
2458,32.703679667,-117.232958333
2458,32.703669833,-117.232966333
2458,32.703662167,-117.2329725
2458,32.703621333,-117.233007
2458,32.703618833,-117.233009333
2458,32.703610167,-117.233019333
2588,32.7035885,-117.2330405
2588,32.703570333,-117.2330575
2588,32.703560833,-117.233068167
2588,32.70353,-117.233092667
2588,32.7035225,-117.2330985
2588,32.703514833,-117.233104667
2588,32.703512,-117.2331065
2588,32.703505,-117.233112667
2588,32.7034975,-117.2331185
2588,32.7034905,-117.233125
2588,32.703484167,-117.233131
2588,32.703477,-117.233137333
2588,32.703470333,-117.233143833
2718,32.703441667,-117.233171
2718,32.703434333,-117.233177833
2718,32.703424667,-117.233187167
2718,32.7033825,-117.233229833
2718,32.703364333,-117.233246
2718,32.703354167,-117.233254667
2847,32.7033465,-117.233261167
2847,32.703344,-117.2332635
2847,32.703334,-117.233272333
2847,32.7033045,-117.233297667
2847,32.703302,-117.2333
2847,32.7032955,-117.233304333
2847,32.703283167,-117.233315
2847,32.703242833,-117.233344333
2847,32.703235333,-117.233350833
2975,32.7031815,-117.233396167
2975,32.703171333,-117.2334045
2975,32.7031595,-117.233417333
3103,32.703029833,-117.233514167
3103,32.7030105,-117.233531
3103,32.703001333,-117.233542167
3103,32.7029985,-117.233548
3103,32.702990667,-117.233563
3231,32.702987833,-117.2335705
3231,32.702986,-117.233579167
3231,32.7029845,-117.233587167
3231,32.702985833,-117.233597167
3231,32.702986167,-117.233604333
3231,32.7029875,-117.233615667
3231,32.702990833,-117.233621833
3231,32.702993,-117.233627667
3231,32.702997,-117.233637333
3231,32.703001,-117.233643333
3231,32.703006833,-117.233650167
3231,32.703011167,-117.233656
3231,32.70302,-117.233661
3358,32.703029667,-117.233667833
3358,32.703033667,-117.233667667
3358,32.703037333,-117.233668167
3358,32.703041333,-117.2336665
3358,32.703045333,-117.2336645
3358,32.703048,-117.233664333
3358,32.703051833,-117.233661167
3358,32.703055333,-117.233657333
3358,32.703062333,-117.233650167
3358,32.7030775,-117.233624833
3487,32.7030825,-117.2336125
3487,32.7030855,-117.233606167
3487,32.7030885,-117.2335995
3487,32.70309,-117.233591833
3487,32.703093,-117.233585167
3487,32.703096167,-117.233578333
3487,32.703097833,-117.233570167
3487,32.703127,-117.233512
