Frame No.,Latitude,Longitude
515,32.662018167,-117.133013167
2552,32.674643667,-117.141877667
2552,32.674879333,-117.142015
2552,32.674954,-117.142068833
2552,32.675013333,-117.142122667
2674,32.675105667,-117.142228
2674,32.6759135,-117.143274167
85,32.704699667,-117.226785333
85,32.704638,-117.226887667
85,32.704611833,-117.226946
85,32.704589,-117.227007
85,32.704567667,-117.227078
199,32.704545667,-117.227196167
199,32.7045435,-117.227221167
199,32.704536,-117.2272755
199,32.704530833,-117.227319833
199,32.704500333,-117.227483167
306,32.704452667,-117.227645833
306,32.7043875,-117.227862
515,32.704158833,-117.228879333
841,32.703738667,-117.230296333
1196,32.703413833,-117.231599667
1196,32.7034115,-117.231608667
1512,32.7031655,-117.232795
1512,32.703127333,-117.2330255
1618,32.703091167,-117.233235667
1618,32.7030635,-117.233388
1618,32.703051,-117.233437833
1724,32.70305,-117.2334415
1724,32.703047,-117.233450667
1724,32.703041333,-117.233467667
1724,32.703038167,-117.233475833
1724,32.703034,-117.233487333
1724,32.703032333,-117.2334915
1724,32.703029667,-117.2334975
1724,32.703023833,-117.233509
1724,32.703018833,-117.233521667
1724,32.703018667,-117.233526167
1724,32.703016,-117.233532833
1724,32.7030135,-117.233539667
1724,32.703011333,-117.233548833
1838,32.703009667,-117.233553
1838,32.703008333,-117.233556833
1838,32.703005,-117.233566833
1838,32.702997167,-117.2335835
1838,32.702997667,-117.233584167
1838,32.702993,-117.2335945
1838,32.702992,-117.2335985
1838,32.702986333,-117.233610333
1838,32.702984167,-117.233618167
1838,32.7029825,-117.2336215
1948,32.7029745,-117.233636167
1948,32.702973,-117.233639667
1948,32.7029665,-117.2336505
1948,32.702963833,-117.233655333
1948,32.702962,-117.233658667
2161,32.702876833,-117.233800833
2161,32.702870667,-117.233826667
2289,32.7028525,-117.233882667
2289,32.702850167,-117.233905167
2421,32.702847,-117.233931
2421,32.702847833,-117.233949667
2421,32.702849833,-117.233971333
2552,32.702857167,-117.233994667
2552,32.7028615,-117.234002333
2552,32.702866,-117.234012667
2552,32.702869667,-117.234023333
2674,32.702874833,-117.2340295
2674,32.702881333,-117.234036167
2674,32.702886667,-117.234039667
2674,32.702890333,-117.234041667
2674,32.702894333,-117.2340465
2674,32.702898333,-117.2340475
2674,32.702901667,-117.234047
2674,32.702903833,-117.234046833
2674,32.7029075,-117.234044667
2674,32.702910333,-117.234042833
2674,32.702913167,-117.234039667
2674,32.702916333,-117.234035
2674,32.702918,-117.234030833
2674,32.702922167,-117.234023667
2674,32.702924333,-117.234020167
2674,32.702925167,-117.2340155
2674,32.702926167,-117.234009167
2674,32.702928333,-117.233998167
