Frame No.,Latitude,Longitude
117,32.702519167,-117.233547833
117,32.702588667,-117.2336075
246,32.702598833,-117.233616
246,32.702603333,-117.233622
246,32.702630667,-117.233643667
246,32.7026355,-117.233646667
246,32.7026405,-117.233649833
375,32.702690333,-117.233678833
375,32.702731167,-117.233698
505,32.702746667,-117.233705
505,32.702767333,-117.233713167
505,32.702773667,-117.2337155
636,32.7028515,-117.233739667
895,32.702887,-117.233732
895,32.702896667,-117.233739333
895,32.702902333,-117.2337445
895,32.702906,-117.233743333
895,32.702902667,-117.233744667
895,32.7028905,-117.233756333
895,32.702893333,-117.233760833
895,32.702892,-117.233764
895,32.702893833,-117.233760833
895,32.702893333,-117.2337595
895,32.702888167,-117.233761
895,32.702879167,-117.233764667
895,32.702874167,-117.2337645
895,32.702872167,-117.233761167
895,32.702864167,-117.2337555
895,32.702863833,-117.233753333
895,32.702859,-117.2337575
895,32.702857,-117.233758833
895,32.702855833,-117.233762333
895,32.702850167,-117.233762167
895,32.702827167,-117.2337655
895,32.702751833,-117.233781667
895,32.702741167,-117.233784
895,32.7027335,-117.233783167
895,32.702731167,-117.233778667
895,32.702731167,-117.233774667
895,32.702731167,-117.2337705
895,32.702731167,-117.233766667
895,32.702731,-117.233762833
895,32.7027325,-117.233759167
895,32.7027335,-117.233751667
895,32.702736,-117.233739833
895,32.702744833,-117.233706167
895,32.70274,-117.233705333
895,32.7027485,-117.233703333
895,32.702746667,-117.233709
895,32.702744333,-117.233709833
895,32.702741333,-117.233709333
895,32.702738833,-117.2337075
895,32.702736833,-117.233710167
895,32.702739667,-117.233711333
895,32.70274,-117.233715333
895,32.702741167,-117.233717
895,32.702744333,-117.233717167
117,32.7140965,-117.211495667
505,32.7149615,-117.2085395
636,32.71506,-117.208018667
895,32.7152595,-117.206127833
895,32.715322667,-117.205856
895,32.715868667,-117.203915667
895,32.716187,-117.202318167
895,32.716430167,-117.200619667
895,32.716434333,-117.2005715
895,32.716442833,-117.200462167
895,32.716488,-117.1994665
895,32.71646,-117.198434333
895,32.716457667,-117.1983875
895,32.716456833,-117.198371167
895,32.716326833,-117.196510167
895,32.716305,-117.196063667
895,32.716008833,-117.191879
895,32.715967167,-117.191664333
895,32.715917333,-117.191488
895,32.7157145,-117.1909355
895,32.714917333,-117.189302167
